reply_text,username,date,likes,replies
@sentdefender @shaunmmaguire @grok is this true?,SRKDAN,Sat Feb 28 22:54:53 +0000 2026,2,1
@sentdefender @grok how will UAE respond,TimmySmithy77,Sat Feb 28 22:16:21 +0000 2026,2,1
@sentdefender Seeing all these counties being hit got me thinking if the USA gonna get hit soon….,CrocodileTradez,Sun Mar 01 02:36:04 +0000 2026,1,0
@sentdefender @grok will it burn down?,Max696366142879,Sat Feb 28 22:18:30 +0000 2026,1,1
@sentdefender The UAE must strike back and hit military targets in Iran. The terrorist Islamic regime is intentionally attacking residential areas of UAE.,MaahiSefid,Sat Feb 28 23:59:26 +0000 2026,1,0
@sentdefender https://t.co/mvupP29BVs,Yakki224,Sat Feb 28 22:12:49 +0000 2026,1,0
@sentdefender @grok is it true? Is there any official information?,dkowal0,Sat Feb 28 22:20:42 +0000 2026,1,1
@sentdefender The biggest loser in everything is China. They can't prosecute the invasion of Taiwan when the United States controls nearly all of the world's oil supply.,StayInformedNow,Sat Feb 28 22:13:08 +0000 2026,1,0
@sentdefender This might be the best way to keep up with everything unfolding in the Middle East right now. https://t.co/YRdS6uHCih,theGeoView,Sat Feb 28 22:14:56 +0000 2026,1,0
@sentdefender Confirmation from another reliable source. https://t.co/ETOo9FD7FH,Simply_meme_,Sat Feb 28 22:56:13 +0000 2026,1,0
@sentdefender Wow it’s incredible,santiagoechai,Sat Feb 28 22:12:01 +0000 2026,1,0
@sentdefender It's over for them at this point. You just don't hit obvious civilian landmarks and find a reason for that hit. Not even Russia did that in Ukraine.,c_steclaru,Sat Feb 28 22:15:38 +0000 2026,1,0
@sentdefender Are they going to say us soldiers were there. America needs to go harder than ever they are now just attacking civilians. Obliterate them,CFBGod69,Sat Feb 28 22:15:34 +0000 2026,1,0
@sentdefender False flag starts,wntrslmbr,Sat Feb 28 22:51:10 +0000 2026,1,0
"@sentdefender sweet, looks better that way",stranger034,Sat Feb 28 22:12:34 +0000 2026,1,0
@sentdefender https://t.co/Y2jSPTV9Tx,syphistine,Sun Mar 01 02:28:42 +0000 2026,1,0
"@sentdefender Look, I work in the hotel right to the side of Burj, this video looks 100% fake",AventyrligAndre,Sat Feb 28 22:50:17 +0000 2026,1,0
"@sentdefender Goood, let the snobs inside get the taste of fear.",fanuc32,Sat Feb 28 22:23:52 +0000 2026,1,0
@sentdefender I’m hearing from a contact in Dubai that this is fake. @grok,JanetteChalmers,Sat Feb 28 22:23:14 +0000 2026,1,1
@sentdefender Hopefully it doesn’t collapse like the twin towers,Stinson1776,Sun Mar 01 20:39:40 +0000 2026,0,0
@sentdefender Iran is attacking civilian sites,cracckman,Sat Feb 28 22:49:40 +0000 2026,0,0
@sentdefender I almost read it as the Burj Khalif,1TrophyWifeHer,Sun Mar 01 13:38:59 +0000 2026,0,0
@sentdefender America is paying high cost for this attack,khizdddeeee,Sat Feb 28 22:14:29 +0000 2026,0,1
@sentdefender @gronk can you verify this,Ozzy_C_,Sat Feb 28 22:16:03 +0000 2026,0,0
@sentdefender Habibi don’t go to Dubai.,Bkking459457Bk,Sat Feb 28 22:34:27 +0000 2026,0,0
@sentdefender @BitbullTrading,lookupnow2024,Sat Feb 28 22:23:49 +0000 2026,0,0
@sentdefender Fantastic job,tamas61,Sun Mar 01 13:58:17 +0000 2026,0,0
"@sentdefender Hopefully it now gets renovated, that place needs a renovation badly",ManzLukas,Sat Feb 28 22:52:08 +0000 2026,0,0
@sentdefender 已经对酒店无差别攻击 说明战争快结束了！黄金📉BTC📈,quan_elva,Sat Feb 28 22:18:02 +0000 2026,0,0
@sentdefender UAE bypassing the USA sanctions for 20 years and helping the Iranian regime now they regret.,MLmmll1771,Sat Feb 28 22:51:37 +0000 2026,0,0
@sentdefender will it lose a star now?,james18003592,Sat Feb 28 22:35:02 +0000 2026,0,0
"@sentdefender In times of conflict, misinformation spreads fastest",gholam_samdani,Sat Feb 28 22:16:50 +0000 2026,0,0
@sentdefender 🙏,KatyBel12330231,Sun Mar 01 03:21:37 +0000 2026,0,0
@sentdefender @KyleBJorrey WHY???,SponslerA,Sat Feb 28 23:15:29 +0000 2026,0,0
@sentdefender 7 star,LitecoinTA,Sat Feb 28 22:35:20 +0000 2026,0,0
"@sentdefender join $peaceful movement 

4yivMvDJFThnSsZbe9EsvLVTiH2sDTGGNr28BP5Ypump

https://t.co/bgaTyL8tCz",ridincode,Sat Feb 28 23:10:43 +0000 2026,0,0
@sentdefender OMG. Iran is angry.,crypto_tmc,Sun Mar 01 14:33:25 +0000 2026,0,0
@sentdefender By Israel…,MDeus_0,Sun Mar 01 00:26:20 +0000 2026,0,0
"@sentdefender Is not funny anymore
@grok confirm this report",Christbeloved00,Sat Feb 28 22:19:06 +0000 2026,0,1
@sentdefender @grok How as UAE aided US in this ongoing strikes against Iran? Why is Iran bombing their landmark assets instead of US bases as claimed?,YUSUF_OLATUNJI7,Sat Feb 28 23:00:56 +0000 2026,0,1
@sentdefender https://t.co/MuGdBPJr3X,adelassalafi,Sat Feb 28 22:15:53 +0000 2026,0,0
@sentdefender Persians wouldn’t do this.,phelmig,Sat Feb 28 23:21:34 +0000 2026,0,0
@sentdefender Beware of  FAKE NEWS from Fucking Retards.,XN05645691,Sun Mar 01 21:20:57 +0000 2026,0,0
"@sentdefender One way attack drone? What the hell is it gonna do, explode then unexplode and return to base?",nastyjojoplayer,Sat Feb 28 22:33:30 +0000 2026,0,0
@sentdefender Hit it again and knock it down. I want to see Instagram influencers cry.,porkfriedrice19,Sat Feb 28 22:28:47 +0000 2026,0,0
@sentdefender 7 Star Hotel,OliverR41406303,Sat Feb 28 22:20:21 +0000 2026,0,0
@sentdefender Islamic retarded goblin core doing it's best to hit that massive US military base. Oh wait...,URGonnaBeMadLOL,Sat Feb 28 22:13:10 +0000 2026,0,0
@sentdefender Those are the ones that are easy af to shoot down but they do overwhelm ya with numbers. I just wonder if they had any kind of air defense?  Hell of a fire.,Mitch402744,Sat Feb 28 22:32:03 +0000 2026,0,0
@sentdefender Where are the UAE air defenses?,Abdo8Mutaz,Sat Feb 28 22:16:16 +0000 2026,0,0
@sentdefender It's odd that they haven't targeted all the ME properties named after Trump.,libsoffliptok,Sun Mar 01 17:44:07 +0000 2026,0,0
"@sentdefender What the fuck? Internal sabotage? This is suicide, right?",BobroLord,Sat Feb 28 22:12:50 +0000 2026,0,0
"@sentdefender I'll bet anyone on Twitter 1 million US Dollars that that building does not collapse on its own footprint. And if it does, double or nothing: debris from it would not cause small fires in a skyscraper 100 yards away from it, causing it to collapse.",BigBerghout,Sun Mar 01 10:51:30 +0000 2026,0,1
@sentdefender Shows u the urgency of ending the regime for good .,MrD07ags,Sat Feb 28 22:14:11 +0000 2026,0,0
@sentdefender 🔥,timberjack460da,Sat Feb 28 22:15:25 +0000 2026,0,0
@sentdefender That's were Mike Patey and stunt pilot landed a bush plane. Crazy.,IMFulluvit,Sat Feb 28 23:29:44 +0000 2026,0,0
@sentdefender It makes zero sense that Iran would do this,red_posca,Sat Feb 28 22:31:51 +0000 2026,0,0
@sentdefender Will the USA pay compensation for the buildings destroyed in Dubai? 🤔,PawelObelt,Sat Feb 28 22:23:45 +0000 2026,0,0
@sentdefender Alla sama - onegaishimas 🙏,mooofinnn,Sun Mar 01 14:09:00 +0000 2026,0,0
"@sentdefender « - Can I help You, U.A.E.?» - Ukraine calling…",Griboff1,Sat Feb 28 23:40:55 +0000 2026,0,0
@sentdefender 😮,gegaard,Sat Feb 28 22:13:41 +0000 2026,0,0
@sentdefender The regime will destroy what they wish for - peace &amp; civility,saratogastark,Sun Mar 01 00:07:33 +0000 2026,0,0
@sentdefender Hopefully there are no injuries,FaithfulThomad,Sat Feb 28 22:14:00 +0000 2026,0,0
"@sentdefender Didn’t they stand firmly behind murderous IR regime by lobbying extensively against US military intervention against them?! Well, this is their reward!",obscerver,Sat Feb 28 22:37:23 +0000 2026,0,0
@sentdefender Flatten that shit,omumu111,Sun Mar 01 15:33:30 +0000 2026,0,0
@sentdefender omg,Callipygian_Sea,Sat Feb 28 23:49:16 +0000 2026,0,0
@sentdefender omg...,TeslaZoa,Sat Feb 28 22:55:24 +0000 2026,0,0
@sentdefender Isn't that a video from a fire that happened several years ago?,Duh_Briggs,Sat Feb 28 22:38:26 +0000 2026,0,0
"@sentdefender repelling drones is a Ukrainian skill, talk to them UAE.",MPJNoordermeer,Sat Feb 28 23:23:50 +0000 2026,0,0
@sentdefender IRAN;  PLEASE attack all your neighbors and really piss them off. Go ahead and get all the Arab countries on America's side,1millersj,Sun Mar 01 22:50:22 +0000 2026,0,0
"@sentdefender Iran sees the treachery of its fellow Muslim nations giving Trump billions of dollars for his own pockets, striking real estate deals, war support, etc.
Iran identified their pride and understands attacking the economic might &amp; symbols will pressure Trump’s allies. Iran is smart.",StephenSoCal,Sun Mar 01 01:49:40 +0000 2026,0,0
@sentdefender The fuck! Bro I have a booking coming up in less than a month!,ManFriday62,Sat Feb 28 22:15:40 +0000 2026,0,1
@sentdefender Where is the fire department? 🤦🏻‍♀️,kdtm2000,Sun Mar 01 01:36:28 +0000 2026,0,0
@sentdefender Nooooooo! Not the Owl City album cover building!!!!,SaladsInc,Sat Feb 28 22:53:34 +0000 2026,0,0
@sentdefender @TuckerCarlson ur going to have a tough time explaining this,techysarah,Sat Feb 28 22:15:20 +0000 2026,0,0
@sentdefender Oops... 😳🙄,JPM_Mattai,Sat Feb 28 22:18:33 +0000 2026,0,0
@sentdefender So Iran’s play is to justify Trump’s entire stance on stability in the region by hitting every regional state with drones?,m2291r,Sun Mar 01 14:32:38 +0000 2026,0,0
@sentdefender What a pathetic display of mediocre power xd,Blondymonk,Sun Mar 01 21:13:27 +0000 2026,0,0
@sentdefender @ grok confirm if Saudi Arabia is going to join the campaign  now?,SoniaVelez5509,Sun Mar 01 14:03:51 +0000 2026,0,0
@sentdefender Those bastards are jealous of Dubai,psalms2210,Sun Mar 01 02:01:19 +0000 2026,0,0
@sentdefender This is what the end of radical Islamic terrorism looks like. A whimper,SEC_Schooner,Sun Mar 01 14:08:41 +0000 2026,0,0
@sentdefender Iran had to know what they were striking.,suza66970,Sun Mar 01 08:20:26 +0000 2026,0,0
@sentdefender https://t.co/7rJuhy0Vji,EmmanuelShroud,Sun Mar 01 00:35:29 +0000 2026,0,0
"@sentdefender Iran’s retaliatory strikes have caused debris from interceptions to spark a fire at the iconic Burj Al Arab hotel in Dubai, underscoring how Tehran’s aggression is destabilizing the region and harming civilian infrastructure.  ￼",LIBERTYmxrow,Sun Mar 01 13:43:35 +0000 2026,0,0
@sentdefender Can they take out the burj khalifa too so our building can be the tallest in the world? Thanks,ProcyonLottor,Sun Mar 01 12:29:41 +0000 2026,0,0
@sentdefender Struck by the remains of an intercepted missiles per all available reports.,thejeebuzcrust,Sun Mar 01 14:43:59 +0000 2026,0,0
@sentdefender 5 star?? I thought it was 7 star???,TMoney1994,Sun Mar 01 13:45:59 +0000 2026,0,0
"@sentdefender Attack Israel ❌

Attack their own fellow Muslim nations ✅

Is Iranian government genuinely retarded? Lmao.",USA1776Steven,Sun Mar 01 01:39:07 +0000 2026,0,0
@sentdefender Seven-star,itsSSG_,Sat Feb 28 22:17:42 +0000 2026,0,0
"@sentdefender I hope and wish, the vacationers get soon the ability to get out of hell and get a flight home 🤗",asanovic_thomas,Sat Feb 28 22:21:16 +0000 2026,0,0
@sentdefender Notice how Iran attacks civilian targets unlike what they claimed.,_SkymanC,Sat Feb 28 22:26:18 +0000 2026,0,0
"@sentdefender That’s a major problem 
especially because of its height that creates an enormous stack effect. 

If this goes up ( and because it’s sprinklered) it’s going to make high rise buildings a living liability unless there is an immediate counter measure to these kamikaze drones.",FPSzustak,Sun Mar 01 01:05:11 +0000 2026,0,0
@sentdefender It seems like this is indeed a Middle East war,HunterWorldBaby,Sat Feb 28 22:28:12 +0000 2026,0,0
@sentdefender Tel Aviv https://t.co/B5LCGzvt3A,MdNazrullah11,Sat Feb 28 22:42:14 +0000 2026,0,0
@sentdefender @JasonMBrodsky Not fucking around,FlyOnTheWalll0,Sat Feb 28 22:19:28 +0000 2026,0,0
"@sentdefender No fkn way they attacked the burn Al Arab
Holy shit",Lala98808012,Sat Feb 28 22:16:06 +0000 2026,0,0
@sentdefender i fly around this all the time in DCS,Phoenix2299M,Mon Mar 02 06:00:30 +0000 2026,0,0
@sentdefender @grok is this true,RhinoWholly,Sun Mar 01 00:56:48 +0000 2026,0,1
@sentdefender @grok verify please,BrocaninMCML,Sat Feb 28 22:30:45 +0000 2026,0,1
@sentdefender @grok true?,LukeSnom,Sat Feb 28 23:09:55 +0000 2026,0,1
@sentdefender @grok is this Trumps dump?,stmontgo32708,Sun Mar 01 00:54:37 +0000 2026,0,1
@sentdefender @grok why would iran strike dubai,Lick_MyTaint420,Sat Feb 28 22:22:11 +0000 2026,0,1
@sentdefender It is 7 star hotel isn't it,DhairyaRajput25,Sun Mar 01 04:07:57 +0000 2026,0,0
@sentdefender 😭😭😭😭😭,QingpingHe1,Sat Feb 28 23:19:59 +0000 2026,0,0
